Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
etecindsvc.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
diversepropertysolutions.com,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1
emwave.cn:6080,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
domain.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
u1047531.cp.regruhosting.ru,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1
kannustalo.fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
usbank-link-mupyndtfft---com.illmickelsonbeats.com,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
het-impp11.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
google.vipcentr.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
project-seminars.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0
tholle.co.za,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
filedotard.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
aylshamcomputers.co.uk,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
testinternetspeed.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
lor-astma.ru,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
laberrash.webcindario.com,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
plus.google.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
citraindah-city.com,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1
faktor.rs,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,1
poedb.tw,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
takesaspark.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
xinzhu08.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
consumerreports.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1,0
newegg.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
nortiainteriors.com.au,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1
biostars.org,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
solitariospider.es,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
moderncoinmart.com,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
suspended-profiles.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
betasusgirdi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
plataformaeducativa.se.jalisco.gob.mx,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
bolong3d.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
baradua.it,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,1
portalgramadonews.com.br,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
vzrew.creatorlink.net,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
decaturilbgc.com,0,0,1,7,0,0,0,0,0,1,0,0,1,0,1,0,1
templat65sldh.myfreesites.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2c3262d59d2716553.tempsite.link,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
ipadable.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
clevelandclinicmeded.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
top10mealdeliveryservices.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
woodlandtrust.org.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
aiseesoft.com,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
lparetail.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sparknotes.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
6-one.com.tw,0,0,1,8,0,0,0,1,0,1,0,1,0,0,1,0,1
camaranmt.rs.gov.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
htl.li,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
nodered.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
login.microsoftonline.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
tm.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
adorable-kids.com,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
analytics-ninja.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
wikihow.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
webappsec.org,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
en.academic.ru,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,0
1-20-29jngh9ok.vercel.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
careers.vic.gov.au,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
keyword-suggestions.com,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0
ru.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
sourceforge.net,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
sma.naturealtree.com,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
yelp.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
cs.princeton.edu,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
idownloadblog.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
roliga.nu,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
setuprouter.com,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0
start.qone8.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
dictionary.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
mailonlineverificationlogindomainattaccounts.weebly.com,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
dafont.com,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
justlookapp.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
cannonscombine.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
seconfin.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
businessdictionary.com,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,1,0
weregeek.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
redlinerecruitment353-my.sharepoint.com:443,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
scribd.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
03418f6.netsolhost.com,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
