Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
wired.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
mahoraisedeseaux.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
vostnisili.files.wordpress.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
svd.se,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
ooakforum.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
diyncrafts.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
pjcm.net,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
restbetgir1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
mokapos.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
masterclimaespecialistas.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
103.75.1.198,0,1,1,2,1,0,0,0,0,1,1,1,1,1,1,1,1
espace-client.net,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1
ethpromo-giveaway.atspace.cc,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
u10084924.ct.sendgrid.net,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
login.live.com.skyhigh9157.ms-office-365-email.skyhigh9157.myshn.net,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
jmockit.github.io,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
gateway.com,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0
epub.wu.ac.at,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
cephastanesi.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
vki.vipcentr.ru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
sourceforge.net,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
auth-verifycar-information-4234723.jangansedihdandiam.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
nhs.uk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
savetheboundarywaters.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
life4news.ru:443,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
mercolinvestment.com,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,1
habfurdo.com,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0,1
searchstorage.techtarget.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0
tekyteach.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
tignes-spirit.com,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
macworld.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1,0
lokandkingsupportiveme.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
wisegeek.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
freedownloadthetheoryofeverything.wordpress.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
signin-store-ws.frontieroption.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
ebi.ac.uk,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
cornerstonecommunities.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
app66560000.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
verification.slashoffers.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
customerservicesupport.my-free.website,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
agricolors.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sv.mikecrm.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
elitewriterslab.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
zeendo.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
azurepower.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
printyourparty.com,0,0,1,9,0,0,0,0,0,1,0,0,0,0,1,0,1
transformation-center.org,0,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0
patriothost.net,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,1
zoryanvk.wordpress.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
redeabreu.com.br,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
airy-directory.com,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1
autotesteu.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
law.cornell.edu,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
bauteile-shop.eu,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
moz.com,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
evolo.us,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
rosettastone.eu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
bit.ly,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
britannica.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,0
proteinstructures.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,1,0
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
vakantieverhuur.be,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1
drive.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
nextgeneration.ie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
reducmiz.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
cocktailcontent.com,0,0,0,2,0,0,1,0,1,1,1,1,1,1,1,1,1
formbuddy.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1
mail.verzekeringskantoorhanssmit.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
twitter.com,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
littlee.com.au,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
openhardware.io,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
rift-inexpensive-ricotta.glitch.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
kodi.tv,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
lender.sandbox.natwest.poweredbydivido.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
habbocreditosparati.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
allproducts.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
airestech.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0
paypal.com.05925924b730bb369f87ad369fde0ffbf74a3c2.33s3.smoz.us,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
dictionary.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
kdwow.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mybankicbc.com,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1
w3schools.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
secure.counterpath.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1
franbaise.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jayscottonair.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
azquotes.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
printeron.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ammograb.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
de-tailor.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
aquiferchidet.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1,1
webehigh.org,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
sode-mape.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
mail.meetingsguide.nl,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
outlook-office365-signin.el.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
deplint013.nl,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
madeleine-tarot.com,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0
