Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
astro.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
tabs.ultimate-guitar.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0
en.lyrsense.com,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0
pfsense.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
docontherun.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
user7770001255.el.r.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
restbetgirisadresimiz1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
lacasitadesanangel.iap.org.mx,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
06816905-57a5-42d6-af9b-a89d5e6f70f1.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
piratic-flap.000webhostapp.com,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1
webmailc9myvahktvcep9wzn7ae7yxlvf1leo.s3-us-west-2.amazonaws.com,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1
https.email.office.9uf59ba9k4fkl4bgeohzl4sqnhgks.ywhmkt2cl8bpbnlki6rzq.8i5khzu1sw9xkeyydvp.kecb89yzckjjncs3susueevpv.f8wyufhx6h46pkd1f.tagaletg81k4bpkgkvsha56lko4kf.t4dm0smesm6q4xtjhfvxqi6k4e.bdgejehjw.duckdns.org,0,1,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1
imaging-resource.com,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,0,0
searchsecurity.techtarget.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0
wisegeek.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
ru.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
itunes.apple.com,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0
y80yyxccn.df.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
outlook-webapp-portal.el.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
paypal-verification.applmanager.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
glasanjetobato.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
pentaho-bi-suite.blogspot.com,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
4k.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
ultrazenthemedemo.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
madehow.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
webopedia.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
rustberg.no,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
keramikadecor.com.ua,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1
bankofamerica-logins.dns05.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
atendimento.rnp.br,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
hca.hitachi-cable.com,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0
1drv.ms,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
vbf9iuherwiu.wl.r.appspot.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
guru99.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
blog.dabbleofdevops.com,0,0,1,9,0,0,0,0,0,0,1,1,0,0,1,0,1
translate.sogoucdn.com,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
quora.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
myleefelix.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
play.google.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
bodyguardcareers.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
peel.holdwiki.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0
celluloidclub.blogspot.com,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
highlux.co.nz,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
codigosgrabovoi.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
funeral-urn.com,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0
arcromdiamonds.ro,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
pillalas.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
funeo.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1
crockerpark.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
login-offlce365-0utl00k.nn.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
docs.djangoproject.com,0,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,0
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1drv.ms,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
mp3sayt.az,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ebay.co.uk.2912168371646.bid,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
remont-f.ru,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
xhkzv.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
religion.wikia.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
20200731031007.s2pe7ed9y.rj.r.appspot.com,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
getresponse.de,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
i-m.mx,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1
edhelper.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
bastelitis.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
toltyarnandwool.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
telecomenterpriseinc-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
oasisscientific.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
guiadoexcel.com.br,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
speedonline.fr,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1
amazon.de.openid315561.anpectiza.tk,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,1
easydriver.ch,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
gjd4f8-fdh5s.webcindario.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
clear.verify.clearpointsupplies.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
thatsmint.work,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1
xweb.io,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
browneyedbaker.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
auraromed.eu,0,1,0,5,0,0,0,0,0,1,1,1,1,1,1,1,1
20200724070105-dot-s2pe7ed9y.rj.r.appspot.com,0,0,1,2,0,0,1,1,1,1,1,1,0,0,1,0,1
shodhganga.inflibnet.ac.in,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,0
birrasalentoshop.it,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
paypal-support-help-inc.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
owavoice.hi-riserofing.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4hat.hu,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
tlook-off365-signin.el.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
store.directsupply.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vokrugsveta.ua,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
fairlist.cz,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
pollsbee.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
eislueqr.livedrive.com,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1
worldmedicassist.com,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1
laviosaviaggi.com,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,1
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
swiftcodes.me,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1,0
10sosh.ru,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
ayumilove.wordpress.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
incom.ru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
