Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
facebook.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
torancenter.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
contacthawk.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
netizenbuzz.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
worldativelion.my-free.website,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
gigsalad.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
sevenknust.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
mynailtechnique.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
instructables.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
salarylist.com,0,0,1,2,0,0,1,0,0,0,1,1,0,0,1,0,0
saraniya.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
foresta-mod.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
globalsecurity.org,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
stolizaparketa.ru,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
commons.wikimedia.org,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
viewrun.co.kr,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
commbank.com.au,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
allpax.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
mysummercamps.com,0,1,1,5,1,0,0,0,0,0,1,1,0,0,1,0,1
199.192.18.162,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
senka.com.tr,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1
search.kna.kw,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
chutku.com.ng,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
dictionary.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
dipyoutube.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
20200803162331-dot-res4po1ns5ive.rj.r.appspot.com,0,0,1,2,0,0,1,1,1,1,1,1,0,0,1,0,1
encyclopedia.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
sivepro.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
u806974glb.ha004.t.justns.ru,0,0,1,4,0,0,0,0,0,0,0,1,1,1,1,1,1
iucnredlist.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
rovos.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
vivendodeapostas.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
microfinancesoft.nn.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
ncatlab.org,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
newlifebiblechurch.org,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
tioflaninat1974.blogspot.be,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
