Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
contactsupportgroup.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
youtube.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
wazektomia.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
verbatim.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
mikulaskocogas.hu,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1
ibtimes.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
newegg.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
skirmshop.nl,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
tecpontos-online.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
otto.lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
monclovanews.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
incapsula.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
accu-tech.com,0,0,1,6,0,0,0,1,0,0,1,1,0,0,1,0,0
quora.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
api.bdisl.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1und1decollect.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
birrasalentoshop.it,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
subdabelins1972.blogspot.be,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
attmailvalidation.typeform.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
cmd168.net,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
techopedia.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
reyesgym.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
wozwaardeloket.nl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
moreprocess.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
lgsolar.de,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
budi01.whatsaap.com.getsviip7.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
cel.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
bpl.kr,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
issa365-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0,1
bordsysteme.tu-dortmund.de,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0
xh167894743.el.r.appspot.com,0,0,1,4,0,0,1,0,1,1,1,1,0,0,1,0,1
topcrackdownload.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
team-update-informations.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
bravonia.com.tw,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
refresh-money.co.uk,0,0,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1
