Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
storefrontlife.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
spartorama.gr,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
s381404823.mialojamiento.es,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
dsubluehawks.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
informatiquenews.fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
alshfa.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
imagelinetech.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
smarteconomy.rs,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
reganappleton.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
chamber-international.com,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
cp0c7pc.du.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
https.www.paypal.com.ttlart2012ttcysu.aylandirow.tmf.org.ru,0,0,1,2,0,1,0,0,1,1,1,1,1,0,1,0,1
kankakeetankwash.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
veazieit.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,1
allabouttabletennis.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
test5.omskrielt.com,0,0,0,2,0,0,1,0,0,0,1,1,1,1,1,1,1
azurefetcherstorage.blob.core.windows.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
metalsucks.net,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
mifiboltrisman.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
ariya.io,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
appearanches.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1
telltaleswriting.com,0,0,1,5,0,0,0,0,0,1,1,0,0,0,1,0,1
tpasargad.ir,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
savvyteasandherbs.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
mbmaquila.com.py,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
gavindebecker.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
ceramic-pro.gr,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
schema-root.org,0,0,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0
nic-bank.com,0,0,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0
baserange.net.au,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
itcapacitacion.cl,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
binanceofficialdex.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
iconcinemas.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
cndoubleegret.com,0,0,1,3,0,0,1,0,0,0,1,1,0,0,1,0,1
globalhunt.in,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
lastingredient.com,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
livesoccertv.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
karlspreis.de,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
html.house,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
dvd.netflix.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
saramonicusa.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
uniquesexygirls.net,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,1,1
quora.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
raportcsr.allegro.secfence.lesavik.net,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
zestbeauty.com,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
623112j4j3.codesandbox.io,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
outlook-webapp-portal.el.r.appspot.com,0,0,1,4,0,0,1,1,1,1,1,1,0,0,1,0,1
climbingweather.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
web.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
nandabolsas.com.br,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1
