Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
ucb.edu.bh,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
prefabbricatipanozzo.it,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1
southcut.com.au,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,1,1
mobilink.az,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
dictionary.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
website.z.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
csl.mtu.edu,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
https.email.office.9uf59ba9k4fkl4bgeohzl4sqnhgks.ywhmkt2cl8bpbnlki6rzq.8i5khzu1sw9xkeyydvp.kecb89yzckjjncs3susueevpv.f8wyufhx6h46pkd1f.tagaletg81k4bpkgkvsha56lko4kf.t4dm0smesm6q4xtjhfvxqi6k4e.bdgejehjw.duckdns.org,0,1,1,3,0,1,0,0,0,1,1,1,1,1,1,1,1
stencilwarehouse.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
passionhoops.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,1,1
174.138.36.47,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
dropbox.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
simple.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
karim-gawad.com,0,0,1,6,0,0,0,1,0,1,0,0,1,1,1,1,1
microsoftaccountsecurityportal.wl.r.appspot.com,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
limbonganmaju.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
appleid.apple.com-sa.pm,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
sorayakavir.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
finestglasses.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ss64.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
investangier.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1
r.attente-securisation.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1
faleupas.kissr.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
smsorangephonemail.myfreesites.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
dkbb-de.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
vbf9iuherwiu.wl.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
granhongo.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
gloomky.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1
twowheelcool.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1
recebasuacomissao.com.br,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
itgbrands.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
union.gr,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
mintian.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
chatwhatsapp-sahur2020.otzo.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
appartager.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wordpress.org,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
shadetreetechnology.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1
vadadi.hu,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
colognehotel.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
donplitka.in.ua,0,0,1,5,0,0,0,0,0,1,1,0,0,0,1,0,1
dictionary.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0
betcupum.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
paypal.imited-login.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
englishstudio.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
mailgcccdeduowa.my-free.website,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
betasus33.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
woodplc.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
seminarsonly.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
muetherewallet.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
walmart.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
ericsingleton.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
windowsreport.com,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
smartusluga.xja.pl,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
ldoceonline.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
wikiwand.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
chemsbury.net,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
alternativeairlines.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
roboticseducation.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ingbancoservice.tumblr.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
brighthub.com,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0
nabtrade.finance.janisoncloud.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
handsalongthenile.org,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
gerenciamentoacoes20171004050025.azurewebsites.net,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
resources.infosecinstitute.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
yorki-style.ru,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1,1
camisetassabatini.com.br,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ru.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
51.255.64.58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
streetartutopia.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
davelandweb.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
