Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
nordicfocus.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
seniorsignite.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
allmusic.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
christmascartoons.org,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1
jdih.sambas.go.id,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1
helm4u.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
intersong-lyrics.blogspot.com,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
pacom.mil,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
kamicemc.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
persediaan.jogjaprov.go.id,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1
mowitos.info,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1
faculty.uaeu.ac.ae,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
xpdrivers.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,0
cs.bu.edu,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,0
motoincontroepoca.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
tjscott.net,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,0
janaxelson.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
iconmeals.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
clipartguide.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
vtennis.vn,0,0,1,8,0,0,0,0,0,0,1,1,0,0,1,0,1
