Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
mddhosting.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tcbk.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sourceforge.net,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
drestresw.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
nothingelsefilm.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
iconfinder.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
enotes.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
manchesterjewishmuseum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
newworldencyclopedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
duffywholesalers.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
shankennewsdaily.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
primemobile.co.id,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
groups-chats-whatsapps7.wikaba.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
passiveaggressiveabuse.wordpress.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
hollistershop.gr,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
atpworldtour.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,0
xoserv.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
link.springer.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0
abv.bg,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
gotocourt.com.au,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
computerhope.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
alburjrealestate.com,0,0,1,11,0,0,0,0,0,1,0,0,0,0,1,0,1
mavibets.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
onedrivedocument.ew.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
adjoint-law.tumblr.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
useful-maxim-276319.uc.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
nestigator.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
cuentosinfantilesadormir.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
holiganbetgiris.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
computerhope.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0
civil-campaign-279715.el.r.appspot.com,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
whitesandlakeresort.com,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
outlook-webapp-portal.el.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
syria.news,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
addressingtheunaddressedindiafoundation.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,0
traditio.wiki,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
lostnfound.com.ng,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
accordmarketing.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
yourdictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
fawltorconsroc1976.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
sigliving-my.sharepoint.com,0,0,1,5,0,0,1,1,0,1,1,1,1,0,1,0,1
solospizza-my.sharepoint.com,0,0,1,4,0,0,1,1,0,1,1,1,1,1,1,1,1
grabyourcode.com,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,1,1
giesswein.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
carine.co.il,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
somosvitalmultiservicios.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
clean-cut.co.uk,0,0,0,4,0,0,1,1,0,1,0,1,0,0,1,0,1
mexworldwide.pk,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
auslandssemester-bali.de,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
charytatywni.allegro.secfence.lesavik.net,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
outlook-0ffice365-0nline.nw.r.appspot.com,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
bellstechfashionshow.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
chiarabernardi.it,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
uksocialhousing.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
downloadwebfile.burrow.io,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
oldschool-membership.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
pagsocial.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bunkofamerica.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
woodstock.su,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
acronis-com-dot-gl494903049.wl.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
linuxjournal.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
rapidtables.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
accountinfo-ee.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
lefaso.net,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
huntingtononline.ddns.info,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
ixorboxclien.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
usnepalonline.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
script-coding.com,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0
linepc.me,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
orchardgirls.blogspot.com,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
pollsbee.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
cp0c7pc.du.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
elettronicagm.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
onmua.net,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1
user7770001255.el.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
freelancer.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
spektra.es,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
finect.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
washingtontimes.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
en.academic.ru,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,0
andrewcasares.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1
en.wikibooks.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
shannonebeling.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1
c-jump.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
www53.presentes-promocoes-premier.com,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1,1
powerobjects.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
math.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
amazon.co.jp.amazonip.top,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
developingthefuture.net,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
roberthalf.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
phx.blewpass.com,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1
kanrit.com,0,0,1,8,0,0,1,0,0,1,0,1,1,1,1,1,1
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
wisegeek.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
baj-pendoli-italia.it,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
hahdaeupdate.es.tl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
kenalice.tw,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
