Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
165.227.4.30,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1
xh36954689734987348098.el.r.appspot.com,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
webopedia.com,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
windowblindoutlet.com,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
firstmortgage.co.uk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
azlyrics.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
scrambled-o.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
bdoonline-verifylogin.webstarterz.com,0,0,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1
en.wikipedia.org,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
powercase.shoplineapp.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
outlook-0ffice365-0nline.nw.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
pangloss.de,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
dindaforrodasantigas.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
paypal-verification.applmanager.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
sp579813.sitebeat.com,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
revenueemployementinterac.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1
vevobahisgirissite.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
pfam.xfam.org,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
