Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
cisdo.cn,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
evernote.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
memopanel.nl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
wesleysteiner.com,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
spinkseagle.com.au,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
onlinesbi.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
mt54467891.webcindario.com,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1
www8.hp.com,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,0
shmoop.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
joingrupwhatsapp99.xxuz.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
aapj.clientespecial.club,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
eng.ohmyfiesta.com,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
definition.org,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
ocurenc.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
mani.documantal.cc,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
translate.academic.ru,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
adigitaldreamer.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
courgeon-immobilier.fr,0,0,1,7,0,0,0,1,0,1,0,0,0,0,1,0,1
modernbambu.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
tapetowanie-lodz.pl,0,0,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1
