Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
rand.org,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
beyondstateofmind.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1
elisashopping.gq,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
toppro10.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
ys5egue.dteted7f7r.et4.4656.5.t65.5.5875.dhirt.4989.rgkhr.594k.e.clearpointsupplies.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1
app.box.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1
apple.com.aieuv.cn,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
login.live.com.office.flagstarbancorp.myshn.net,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
vocabulary.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
sexologistdoctors.com,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,1
site9548676.92.webydo.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
google.co.id,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
emagcreator.com,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1
peas.dns-cloud.net,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
askinbirkan.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
dropbxdocument.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
drivegoogle.myglobalchild.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
accountchckecker-update-now.drpiza.com,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1
tiberino.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
strykertoyhaulers.com,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1
