Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
macrumors.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
vocabulary.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
kupony.allegro.secfence.lesavik.net,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
sos03.com,0,0,1,6,0,0,0,0,0,1,0,0,1,1,1,1,1
steamcommuunnity.ru.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1a723571-281d-4723-827a-c87aeaa8262b.htmlcomponentservice.com,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1
newprojectdocument.uc.r.appspot.com,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1
snip.ly,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1
connxupdate.be,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
storestiem.gixx.ru,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
en.wikipedia.org,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0
artesacracremona.it,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
wireconfirmation68c10a25442a3e13.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
facebook.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
dope-ufen.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1
ehow.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0
shineritethru.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
casite-596081.cloudaccess.net,0,0,1,7,0,0,0,1,1,1,1,1,0,0,1,0,1
yourdictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
atelier-amour.com,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
13suntrust4.7m.pl,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,1
cli.re,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
chasebank.com77.henrybakercollege.edu.in,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
eventsky.co,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
accofestival.co.il,0,0,1,25,0,0,0,0,0,0,1,1,1,1,1,1,1
4pda.ru,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
docuelectronicsignatureadmin.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4sekabet.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
sjafc.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
bibliotecabayer.org.ar,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1
arridhosentul.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
rotaban.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
animalwelfareinc.org,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
huile-de-ricin.fr,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0
