Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
auladetecnologias.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
pianonanny.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
rmtl1a.net,0,0,1,9,0,0,0,0,0,1,0,1,0,0,1,0,1
wordow.com,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
unitedpetroleum.com.au,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
alvadee.tumblr.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
phorsa.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,0
quadfabrik.de,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1
realestate-page.us.alapinta.com,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
searchenginehistory.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
ftp-mac.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
sp588226.sitebeat.site,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
ww1.casasbahia.net,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
giaanhvu.com.vn,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
tumblr.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
lanzaroteinformation.co.uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
optique27.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
youtube.com,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
scientificamerican.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
santiagoferreira.com.br,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1
sewforless.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
houseoftiresbcs.com,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
happygoluckyhannah.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1
reaj-hosting.com.ve,0,0,1,4,0,0,0,1,0,1,1,1,1,1,1,1,1
computerhope.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
biotechnews.blogsky.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ezlrn.ir,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
searchnetworking.techtarget.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,0
kmaberlin.net,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1
brainmetrix.com,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
alpha-east.de,0,0,1,4,1,0,0,1,1,1,1,1,1,1,1,1,1
store.steampowered.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0
dictionary.sensagent.com,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,0
cbjets.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1
gradshower.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
wikiwand.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
att.jpdmi.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
tumblr.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
laesieworks.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,0
g074o.codesandbox.io,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
squarespace.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
gtaplanet.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
curry-shoes.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
kievskaya22.ru,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
ww.littletums.co.uk,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
brookings.edu,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,0
modelica.org,0,0,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0
community.linksys.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
obsession.si,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
indianmirror.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
trbetasusgiiris2.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
dianaimpex.com,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
cablek.com,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
scriptsandscribes.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
newlifeschooloftheology.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
extravasatingmetalworker.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
chordsworld.com,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
naruds.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1
crittercatchersinc.com,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,0
vh1.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
3.ly,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
antiquemapsandprints.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mavibett1.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
drcur.smevmail.com,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1
petesummers.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
toros-consulting.com,0,0,0,2,0,0,0,1,0,1,1,1,0,0,1,0,1
tumblr.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
demobv.nl,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1
gioielleriaroberti.it,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
cgchannel.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
fireplacesurrounds.co.za,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1
fanaposten.no,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
vasir.net,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0
fullwellsfarg9936.uc.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
linkedin.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
billingservice-ee.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
von.tirol,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
facebook-log-in-attempt.pothood.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
betasus223.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
nationwide-com.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
chronicle.co.kr,0,0,1,10,0,0,0,0,0,1,0,0,1,1,1,1,1
mail.toneelstukken.nl,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1
rfwireless-world.com,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0
ipdn.ac.id,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
adviceintl.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
vesveter.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
top20sites.com,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
yogamma.com.tr,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
topwristband.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
cfbhall.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
merriam-webster.com,0,0,0,2,0,0,0,1,0,1,1,0,0,0,1,0,0
memory-beta.wikia.com,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0
freetakipci.net,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
resbetsgiris.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
support.minitab.com,0,0,1,8,0,0,0,0,0,1,0,1,0,0,1,0,0
