Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
decaturilbgc.com,0,0,1,8,0,0,0,0,0,1,0,0,1,0,1,0,1
mtron.in,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
gradshower.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1
apple.com.icloud-lost.co,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
qabankofamerica.benefitcentre.com,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,1,1
authenticjobs.com,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
ungerandkowitt.com,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
maxvirtude.com.br,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
netnazar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vor.at,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
republic-of-sol.myshopify.com,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
facebook.com-marketplace-93839.mediaryte.co,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
flixens.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0
stolizaparketa.ru,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
support.apple.com,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0
app-ita-u-sicro.webcindario.com,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1
mail.lwpr.com.cn,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
fireplacesurrounds.co.za,0,0,0,4,0,0,0,0,0,1,0,1,0,0,1,0,1
istanbuloriental.fi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
marekmazur.pl,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
grandmarketltd.co.uk,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1
home-made-elk.smvi.co,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
roller.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
google.co.in,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
dictionarist.com,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0
en.wikipedia.org,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0
gunblast.com,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
rinkjcti.livedrive.com,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1
hindva.com,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1
hardwaresecrets.com,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
oldschool-membership.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1
piromarket.com.ua,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
e-castle.co.kr,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,1
health.zone,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
audioenglish.org,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
kojd6.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
gamesheep.com,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0
megachords.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
speedtest.net,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
vkinndex.webservis.ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
thebloggersociety.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,1
smartinsights.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
riversportokc-dot-t6yq5rw.rj.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
kfc.com.au,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
yourdictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
lynnlandscapedesign.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
acls.com,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0,0
serinfomedia.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1
stremio.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
marcelo.it,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1
werfbhiuwe.myddns.com,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1
dbs.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,0
jobarch.com,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ezoomeranggrow.com,0,1,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1
legitim.ch,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
wikia.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
stereovision.biz,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1
allegroblog.it,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
judy-nolan.com,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1
justlookapp.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1
fontsquirrel.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,0
bh068.app.link,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
isp1.us,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0
url.edu,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
nbcsports.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
sex-seznamka.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0
kabarintens.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
work.chron.com,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
bellykids.co.uk,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
chrome.google.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,0
thefreedictionary.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
mnsglobal.ge,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1
eshop-rychlo.sk,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
ghanamotion.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
